start_lng,start_lat,end_lng,end_lat,trip_count,passenger_count
-73.823615828082481,40.764767369657029,-73.793675940678966,40.765530636011867,4,8
-74.003249435641678,40.760025061971383,-73.943372764351153,40.761636821408416,397,664
-74.017481175715986,40.741129871987241,-73.989006393262443,40.778922759532463,723,1205
-73.85355547049808,40.763996354723105,-73.941957829777223,40.724665499717467,81,162
-73.974752036871536,40.797822957309741,-73.930512273383158,40.817524228903864,285,461
-73.956202816655178,40.705786458573087,-73.970436518739589,40.686909926653662,142,242
-73.971872759094524,40.723863798654364,-73.970436518739589,40.686909926653662,222,385
-73.946209335162834,40.835630824012625,-73.974752036871536,40.797822957309741,104,179
-73.91343395497816,40.762431080289005,-73.971872759094524,40.723863798654364,13,28
-73.912042591349191,40.725459467118661,-73.987554961409671,40.741943335666591,5,7
-73.973311263353452,40.76083481518792,-73.91343395497816,40.762431080289005,1024,1708
-73.941957829777223,40.724665499717467,-73.940545122062048,40.687711323048859,29,52
-73.852211252385018,40.727024199630236,-73.7923788726592,40.728557993714716,3,3
-73.987554961409671,40.741943335666591,-73.959056257135728,40.779728795481155,7527,12612
-74.016008479792461,40.704167908350392,-73.973311263353452,40.76083481518792,3327,5652
-73.92770154644333,40.743547042741639,-73.92770154644333,40.743547042741639,309,476
-73.869203999105082,40.782100377892284,-73.926299502005918,40.706584143867751,56,88
-73.973311263353452,40.76083481518792,-74.016008479792461,40.704167908350392,4061,6907
-73.973311263353452,40.76083481518792,-73.869203999105082,40.782100377892284,1882,3200
-73.973311263353452,40.76083481518792,-73.957628412877625,40.742749059368172,1295,2170
-74.016008479792461,40.704167908350392,-73.941957829777223,40.724665499717467,81,127
-73.943372764351153,40.761636821408416,-73.986105814679,40.704981046617362,51,71
-73.959056257135728,40.779728795481155,-73.971872759094524,40.723863798654364,560,911
-74.001787362996339,40.723054364272706,-73.941957829777223,40.724665499717467,704,1192
-73.959056257135728,40.779728795481155,-73.869203999105082,40.782100377892284,391,695
-73.943372764351153,40.761636821408416,-74.016008479792461,40.704167908350392,300,448
-73.974752036871536,40.797822957309741,-73.93192096636659,40.854538478159505,261,401
-73.987554961409671,40.741943335666591,-73.974752036871536,40.797822957309741,1657,2881
-73.956202816655178,40.705786458573087,-73.910653417529,40.688504999438955,82,133
-74.017481175715986,40.741129871987241,-73.971872759094524,40.723863798654364,637,1084
-74.001787362996339,40.723054364272706,-73.998870115113093,40.649164419813289,95,166
-73.987554961409671,40.741943335666591,-73.941957829777223,40.724665499717467,412,602
-74.003249435641678,40.760025061971383,-73.944789931051588,40.798625269179261,506,862
-73.959056257135728,40.779728795481155,-73.85355547049808,40.763996354723105,341,577
-73.774216271166893,40.636579779784412,-73.882127060116233,40.726245700528295,27,35
-73.956202816655178,40.705786458573087,-73.987554961409671,40.741943335666591,95,168
-73.973311263353452,40.76083481518792,-73.946209335162834,40.835630824012625,489,816
-73.974752036871536,40.797822957309741,-73.987554961409671,40.741943335666591,1111,1833
-74.001787362996339,40.723054364272706,-73.969002536950271,40.649973218055479,219,374
-73.973311263353452,40.76083481518792,-73.8834948515787,40.763217591499433,264,440
-73.944789931051588,40.798625269179261,-73.987554961409671,40.741943335666591,343,566
-74.003249435641678,40.760025061971383,-73.930512273383158,40.817524228903864,179,302
-73.987554961409671,40.741943335666591,-73.946209335162834,40.835630824012625,368,582
-73.971872759094524,40.723863798654364,-73.957628412877625,40.742749059368172,219,351
-73.973311263353452,40.76083481518792,-73.8977743784313,40.744337285450158,377,657
-74.001787362996339,40.723054364272706,-73.970436518739589,40.686909926653662,1124,1861
-73.926299502005918,40.706584143867751,-74.000327591295317,40.686100810596081,3,8
-73.959056257135728,40.779728795481155,-74.016008479792461,40.704167908350392,873,1425
-73.957628412877625,40.742749059368172,-73.852211252385018,40.727024199630236,8,8
-73.774216271166893,40.636579779784412,-73.8066834028901,40.70969761191558,55,88
-73.957628412877625,40.742749059368172,-74.001787362996339,40.723054364272706,112,182
-73.971872759094524,40.723863798654364,-73.989006393262443,40.778922759532463,204,323
-73.986105814679,40.704981046617362,-73.954779463165181,40.668841012001913,32,45
-73.987554961409671,40.741943335666591,-74.04292536378405,40.629475271844584,39,63
-74.003249435641678,40.760025061971383,-74.016008479792461,40.704167908350392,1107,1893
-74.001787362996339,40.723054364272706,-73.9391346359544,40.650774310270215,41,81
-73.8977743784313,40.744337285450158,-73.8977743784313,40.744337285450158,186,322
-74.001787362996339,40.723054364272706,-73.974752036871536,40.797822957309741,752,1290
-73.987554961409671,40.741943335666591,-73.956202816655178,40.705786458573087,737,1149
-74.001787362996339,40.723054364272706,-73.944789931051588,40.798625269179261,513,869
-73.987554961409671,40.741943335666591,-73.930512273383158,40.817524228903864,314,536
-73.85355547049808,40.763996354723105,-73.973311263353452,40.76083481518792,2052,3633
-74.016008479792461,40.704167908350392,-74.003249435641678,40.760025061971383,1055,1753
-73.973311263353452,40.76083481518792,-73.930512273383158,40.817524228903864,446,753
-73.987554961409671,40.741943335666591,-73.93192096636659,40.854538478159505,245,413
-73.869203999105082,40.782100377892284,-73.973311263353452,40.76083481518792,2478,4357
-73.989006393262443,40.778922759532463,-73.971872759094524,40.723863798654364,203,364
-73.946209335162834,40.835630824012625,-73.943372764351153,40.761636821408416,13,17
-73.973311263353452,40.76083481518792,-73.85355547049808,40.763996354723105,1419,2378
-74.001787362996339,40.723054364272706,-73.940545122062048,40.687711323048859,537,878
-73.987554961409671,40.741943335666591,-73.85355547049808,40.763996354723105,646,1032
-73.85355547049808,40.763996354723105,-73.984658947680018,40.668035911292968,98,148
-73.944789931051588,40.798625269179261,-73.8977743784313,40.744337285450158,13,25
-74.001787362996339,40.723054364272706,-74.000327591295317,40.686100810596081,910,1526
-73.869203999105082,40.782100377892284,-73.989006393262443,40.778922759532463,320,561
-73.959056257135728,40.779728795481155,-74.001787362996339,40.723054364272706,1768,2902
-74.003249435641678,40.760025061971383,-73.93192096636659,40.854538478159505,221,378
-74.017481175715986,40.741129871987241,-73.959056257135728,40.779728795481155,655,1099
-73.85355547049808,40.763996354723105,-73.856250273845291,40.837992028178562,15,33
-73.987554961409671,40.741943335666591,-73.774216271166893,40.636579779784412,584,1068
-73.987554961409671,40.741943335666591,-73.970436518739589,40.686909926653662,764,1268
-73.959056257135728,40.779728795481155,-73.986105814679,40.704981046617362,172,327
-74.003249435641678,40.760025061971383,-73.986105814679,40.704981046617362,150,269
-73.959056257135728,40.779728795481155,-73.930512273383158,40.817524228903864,345,572
-73.852211252385018,40.727024199630236,-73.973311263353452,40.76083481518792,20,26
-73.943372764351153,40.761636821408416,-74.003249435641678,40.760025061971383,258,432
-73.85355547049808,40.763996354723105,-73.774216271166893,40.636579779784412,29,54
-73.973311263353452,40.76083481518792,-73.886236913152771,40.837212735426242,36,67
-73.943372764351153,40.761636821408416,-73.91343395497816,40.762431080289005,194,306
-73.987554961409671,40.741943335666591,-73.869203999105082,40.782100377892284,830,1349
-73.957628412877625,40.742749059368172,-73.974752036871536,40.797822957309741,19,24
-73.85355547049808,40.763996354723105,-73.79108384620254,40.69160249856855,4,9
-74.000327591295317,40.686100810596081,-73.869203999105082,40.782100377892284,22,37
-74.001787362996339,40.723054364272706,-73.989006393262443,40.778922759532463,1474,2495
-73.774216271166893,40.636579779784412,-73.849529158253659,40.653131347396076,10,18
-73.92770154644333,40.743547042741639,-74.001787362996339,40.723054364272706,44,71
-73.973311263353452,40.76083481518792,-73.852211252385018,40.727024199630236,219,364
-74.001787362996339,40.723054364272706,-73.984658947680018,40.668035911292968,562,934
-73.946209335162834,40.835630824012625,-73.944789931051588,40.798625269179261,89,139
-73.869203999105082,40.782100377892284,-74.003249435641678,40.760025061971383,399,677
-73.987554961409671,40.741943335666591,-73.867846925167,40.745119787170594,112,202
-74.017481175715986,40.741129871987241,-73.944789931051588,40.798625269179261,147,252
-73.774216271166893,40.636579779784412,-73.973311263353452,40.76083481518792,1329,2491
-73.774216271166893,40.636579779784412,-73.971872759094524,40.723863798654364,192,336
-73.973311263353452,40.76083481518792,-73.956202816655178,40.705786458573087,397,657
-73.796276220743721,40.839527286254651,-73.946209335162834,40.835630824012625,1,4
-73.987554961409671,40.741943335666591,-73.926299502005918,40.706584143867751,218,372
-73.971872759094524,40.723863798654364,-74.003249435641678,40.760025061971383,476,798
-73.970436518739589,40.686909926653662,-73.987554961409671,40.741943335666591,118,184
-74.016008479792461,40.704167908350392,-73.981772031399942,40.594197177076893,3,7
-73.971872759094524,40.723863798654364,-73.944789931051588,40.798625269179261,174,309
-73.774216271166893,40.636579779784412,-73.96614132779878,40.576151366170933,19,25
-73.789790856494008,40.65466416943098,-74.027258711939353,40.611429037729224,8,10
-73.944789931051588,40.798625269179261,-73.973311263353452,40.76083481518792,714,1130
-73.973311263353452,40.76083481518792,-73.954779463165181,40.668841012001913,158,248
-73.774216271166893,40.636579779784412,-73.956202816655178,40.705786458573087,160,264
-74.001787362996339,40.723054364272706,-73.924899663297026,40.669638399695707,105,183
-73.973311263353452,40.76083481518792,-74.179666309297573,40.681084022240562,198,323
-73.970436518739589,40.686909926653662,-73.986105814679,40.704981046617362,145,233
-73.956202816655178,40.705786458573087,-73.943372764351153,40.761636821408416,14,20
-73.956202816655178,40.705786458573087,-73.91343395497816,40.762431080289005,24,45
-74.003249435641678,40.760025061971383,-73.85355547049808,40.763996354723105,161,291
-73.989006393262443,40.778922759532463,-73.867846925167,40.745119787170594,20,27
-73.973311263353452,40.76083481518792,-73.804073920441851,40.635821190924659,39,67
-73.971872759094524,40.723863798654364,-73.916223272399563,40.836425667265026,7,9
-73.986105814679,40.704981046617362,-74.01453810059482,40.667223097918033,3,5
-74.001787362996339,40.723054364272706,-73.910653417529,40.688504999438955,231,393
-73.973311263353452,40.76083481518792,-73.789790856494008,40.65466416943098,832,1489
-73.93192096636659,40.854538478159505,-73.987554961409671,40.741943335666591,9,9
-73.943372764351153,40.761636821408416,-73.984658947680018,40.668035911292968,20,29
-73.959056257135728,40.779728795481155,-73.957628412877625,40.742749059368172,312,532
-73.774216271166893,40.636579779784412,-73.926299502005918,40.706584143867751,69,110
-73.8977743784313,40.744337285450158,-73.974752036871536,40.797822957309741,3,6
-74.016008479792461,40.704167908350392,-73.959056257135728,40.779728795481155,658,1101
-74.001787362996339,40.723054364272706,-73.85355547049808,40.763996354723105,190,296
-73.959056257135728,40.779728795481155,-74.017481175715986,40.741129871987241,527,898
-73.789790856494008,40.65466416943098,-73.987554961409671,40.741943335666591,777,1344
-73.973311263353452,40.76083481518792,-73.702628637050751,40.730800670413359,5,6
-73.987554961409671,40.741943335666591,-74.027258711939353,40.611429037729224,43,52
-73.989006393262443,40.778922759532463,-73.85355547049808,40.763996354723105,174,312
-74.016008479792461,40.704167908350392,-73.85355547049808,40.763996354723105,203,319
-73.989006393262443,40.778922759532463,-73.852211252385018,40.727024199630236,18,39
-73.789790856494008,40.65466416943098,-73.449868462720985,40.792244808591455,1,2
-74.001787362996339,40.723054364272706,-73.774216271166893,40.636579779784412,189,298
-73.85355547049808,40.763996354723105,-73.8705632148476,40.819098086332957,3,3
-73.971872759094524,40.723863798654364,-73.8807614214078,40.689290955494776,1,4
-73.987554961409671,40.741943335666591,-73.895019564323135,40.670428074038632,22,34
-73.974752036871536,40.797822957309741,-73.85355547049808,40.763996354723105,112,196
-73.973311263353452,40.76083481518792,-73.922106582283348,40.595798450698538,3,4
-73.85355547049808,40.763996354723105,-73.819660128215588,40.653901612214952,5,6
-73.789790856494008,40.65466416943098,-73.956202816655178,40.705786458573087,95,169
-73.774216271166893,40.636579779784412,-74.017481175715986,40.741129871987241,91,140
-73.789790856494008,40.65466416943098,-73.92770154644333,40.743547042741639,52,77
-73.8834948515787,40.763217591499433,-73.973311263353452,40.76083481518792,187,292
-73.987554961409671,40.741943335666591,-73.856250273845291,40.837992028178562,36,64
-74.016008479792461,40.704167908350392,-73.989006393262443,40.778922759532463,391,710
-73.789790856494008,40.65466416943098,-73.926299502005918,40.706584143867751,58,87
-74.016008479792461,40.704167908350392,-73.967570808404929,40.613053691654571,12,20
-73.971872759094524,40.723863798654364,-74.165516241807993,40.69998633554021,7,12
-73.789790856494008,40.65466416943098,-73.973311263353452,40.76083481518792,1246,2303
-74.016008479792461,40.704167908350392,-74.179666309297573,40.681084022240562,54,77
-73.869203999105082,40.782100377892284,-74.017481175715986,40.741129871987241,106,201
-74.001787362996339,40.723054364272706,-73.93192096636659,40.854538478159505,137,229
-73.774216271166893,40.636579779784412,-73.944789931051588,40.798625269179261,87,131
-73.989006393262443,40.778922759532463,-73.789790856494008,40.65466416943098,103,149
-73.774216271166893,40.636579779784412,-74.001787362996339,40.723054364272706,440,733
-74.016008479792461,40.704167908350392,-74.165516241807993,40.69998633554021,52,75
-73.789790856494008,40.65466416943098,-74.003249435641678,40.760025061971383,292,566
-73.807991228188357,40.746661566422659,-73.807991228188357,40.746661566422659,2,5
-73.8508691499667,40.690069190900736,-73.8508691499667,40.690069190900736,10,20
-73.819660128215588,40.653901612214952,-73.819660128215588,40.653901612214952,8,11
-73.774216271166893,40.636579779784412,-73.774216271166893,40.636579779784412,245,382
-73.789790856494008,40.65466416943098,-73.789790856494008,40.65466416943098,288,439
-73.85355547049808,40.763996354723105,-73.85355547049808,40.763996354723105,109,187
-73.971872759094524,40.723863798654364,-73.971872759094524,40.723863798654364,1440,2395
-73.944789931051588,40.798625269179261,-73.960486354749236,40.816725647931,488,786
-73.9391346359544,40.650774310270215,-73.969002536950271,40.649973218055479,4,4
-73.91343395497816,40.762431080289005,-73.91343395497816,40.762431080289005,415,699
-73.986105814679,40.704981046617362,-73.986105814679,40.704981046617362,174,320
-73.91343395497816,40.762431080289005,-73.899155043693412,40.781317604991571,97,158
-73.929105801824988,40.780527077413275,-73.959056257135728,40.779728795481155,110,188
-73.960486354749236,40.816725647931,-73.944789931051588,40.798625269179261,562,932
-73.941957829777223,40.724665499717467,-73.957628412877625,40.742749059368172,42,60
-73.984658947680018,40.668035911292968,-73.984658947680018,40.668035911292968,175,292
-73.930512273383158,40.817524228903864,-73.960486354749236,40.816725647931,143,258
-73.987554961409671,40.741943335666591,-73.92770154644333,40.743547042741639,334,590
-73.989006393262443,40.778922759532463,-73.960486354749236,40.816725647931,815,1321
-73.971872759094524,40.723863798654364,-74.016008479792461,40.704167908350392,695,1168
-73.960486354749236,40.816725647931,-73.989006393262443,40.778922759532463,348,592
-73.789790856494008,40.65466416943098,-73.805377635258267,40.6727508138092,79,127
-73.774216271166893,40.636579779784412,-73.775496502356958,40.673509631663215,84,132
-73.957628412877625,40.742749059368172,-74.003249435641678,40.760025061971383,60,120
-73.930512273383158,40.817524228903864,-73.946209335162834,40.835630824012625,67,102
-73.941957829777223,40.724665499717467,-73.956202816655178,40.705786458573087,136,215
-74.060108698981409,40.684459420932363,-73.987554961409671,40.741943335666591,1,2
-73.959056257135728,40.779728795481155,-73.960486354749236,40.816725647931,663,1109
-73.941957829777223,40.724665499717467,-73.941957829777223,40.724665499717467,136,219
-73.986105814679,40.704981046617362,-73.970436518739589,40.686909926653662,134,262
-74.016008479792461,40.704167908350392,-74.000327591295317,40.686100810596081,317,541
-73.943372764351153,40.761636821408416,-73.971872759094524,40.723863798654364,188,319
-73.989006393262443,40.778922759532463,-73.944789931051588,40.798625269179261,825,1378
-73.774216271166893,40.636579779784412,-73.745615151601854,40.674260734691288,22,39
-73.957628412877625,40.742749059368172,-73.929105801824988,40.780527077413275,20,26
-73.973311263353452,40.76083481518792,-73.929105801824988,40.780527077413275,344,558
-74.001787362996339,40.723054364272706,-73.957628412877625,40.742749059368172,506,825
-73.987554961409671,40.741943335666591,-74.000327591295317,40.686100810596081,644,999
-73.869203999105082,40.782100377892284,-73.959056257135728,40.779728795481155,552,942
-73.956202816655178,40.705786458573087,-73.926299502005918,40.706584143867751,185,297
-73.8834948515787,40.763217591499433,-73.882127060116233,40.726245700528295,6,6
-74.016008479792461,40.704167908350392,-73.984658947680018,40.668035911292968,164,290
-73.970436518739589,40.686909926653662,-74.01453810059482,40.667223097918033,7,9
-74.003249435641678,40.760025061971383,-73.960486354749236,40.816725647931,340,577
-74.001787362996339,40.723054364272706,-73.956202816655178,40.705786458573087,1302,2217
-73.957628412877625,40.742749059368172,-73.971872759094524,40.723863798654364,51,89
-73.971872759094524,40.723863798654364,-74.017481175715986,40.741129871987241,407,718
-73.970436518739589,40.686909926653662,-74.001787362996339,40.723054364272706,157,268
-73.869203999105082,40.782100377892284,-73.8977743784313,40.744337285450158,98,170
-73.957628412877625,40.742749059368172,-73.970436518739589,40.686909926653662,18,24
-73.960486354749236,40.816725647931,-73.946209335162834,40.835630824012625,203,336
-73.989006393262443,40.778922759532463,-74.001787362996339,40.723054364272706,1121,1855
-73.85355547049808,40.763996354723105,-73.91343395497816,40.762431080289005,129,185
-74.017481175715986,40.741129871987241,-73.943372764351153,40.761636821408416,134,232
-73.974752036871536,40.797822957309741,-73.943372764351153,40.761636821408416,277,453
-73.987554961409671,40.741943335666591,-74.031701625179011,40.722237196929349,22,37
-73.956202816655178,40.705786458573087,-73.998870115113093,40.649164419813289,7,14
-73.869203999105082,40.782100377892284,-73.986105814679,40.704981046617362,84,164
-73.869203999105082,40.782100377892284,-73.91343395497816,40.762431080289005,177,275
-73.987554961409671,40.741943335666591,-73.91343395497816,40.762431080289005,617,1065
-73.971872759094524,40.723863798654364,-73.984658947680018,40.668035911292968,112,210
-74.003249435641678,40.760025061971383,-73.946209335162834,40.835630824012625,273,439
-74.001787362996339,40.723054364272706,-73.954779463165181,40.668841012001913,462,727
-73.869203999105082,40.782100377892284,-73.944789931051588,40.798625269179261,145,244
-73.943372764351153,40.761636821408416,-73.957628412877625,40.742749059368172,206,325
-73.957628412877625,40.742749059368172,-73.91343395497816,40.762431080289005,61,110
-73.971872759094524,40.723863798654364,-73.869203999105082,40.782100377892284,61,96
-73.986105814679,40.704981046617362,-73.91343395497816,40.762431080289005,6,8
-73.989006393262443,40.778922759532463,-74.017481175715986,40.741129871987241,592,1017
